English,Japanese
digoxin,ジゴキシン
digraph,<[心]>方向グラフ
dilatation,拡張、散大
dilated,a〉拡張した、拡張型の
diluting,a〉希釈の
dilution,希釈、希釈度
dimelia,重複肢症、複肢症
dimensional,a〉次元の
dimer,二量体
dimorphic,a〉二形性の
diomphal,a〉二臍帯性の
dioxide,二酸化物
diphallus,重複陰茎
diphosphate,二燐酸塩、二リン酸塩
diphtheria,ジフテリア
diphtheritic,a〉ジフテリア(性)の
diplegia,両側麻痺、両麻痺、対麻痺
diploblastic,a〉二胚葉(性)の
diplocardiac,a〉二心臓[型]の
diplococcus,双球菌
diplocoria,複瞳孔(症)、重複瞳孔(症)、二重瞳孔(症)
diploic,a〉板間層の
diploid,二倍体
diploidy,二倍性
diplokaryon,二複相染色体核
diplomelia,重複肢症
diplomellituria,二重糖尿(症)
diplopia,複視
dipsia,渇き、口渇
direct,a〉直接な
direct current,a〉直流の
direction,方向
directional,a〉方向(性)の
disaccharide,二糖
disappearance,消失
disc,《解》円板
discernible,a〉見分けられる、認識･識別できる
discharge,1_排泄[物] 2_射精 3_分泌 4_(神経インパルスの)発射 5_退院 6_《理化》放電 7_《理化》消色
disclusion,《歯》臼歯離開咬合
discoloration,変色
discolored,a〉変色した
discontinuance,1_中止、中断 2_停止、廃止
discontinuation,1_中止、中断 2_停止、廃止
discontinuity,断続、不連続; 支離滅裂
discontinuous,a〉不連続の
discopathy,椎間板症、椎間板疾患
discrepancy,食い違い、相違、不一致、矛盾
discrete,a〉1_不連続の 2_<[数]>離散の
discriminant,a〉識別の
discrimination,識別、鑑別
discriminatory,a〉識別の
discus,《解》円板 [L]
discussion,1_討論 2_(論文の)考察
disease,病気、疾病、疾患、〜病、〜症
disease free,a〉無疾患の、疾患のない
disharmonious,a〉不調和な
disharmony,《歯》不調和、失調
dishydrotic,a〉汗疱状の
disinfectant,a〉消毒力のある、殺菌性の n〉殺菌薬、消毒薬
disinfection,消毒(法)、殺菌
disinsectization,駆虫
disintegration,1_崩壊 2_《理化》壊変(原子核の)
disintoxication,解毒、毒素中和
disjunct,a〉分離･離開した
disjunction,分離、切離
disjunctive,a〉分離性の
disk,#NAME?
diskectomy,椎間板切除(術)
diskitis,椎間板炎
dislocation,1_脱臼 2_転位
dismutase,〔酵素〕ジスムダーゼ
disomy,二染色体(性)
disorder,異常、障害、疾患
disorganization,<[心]>解体
disorientation,見当識障害
dispensary,薬局
dispenser,1_調剤者、調剤士 2_投薬器 3_《歯》計量器
dispersion,1_分散 2_散布度
disphonia,脱語症
displaced,a〉変位の、転位の
displacement,偏位、変位、転位
disposition,素因、気性
dispireme,二重らせん糸
disproportionate,a〉〈〜に〉不均衡な、不相応な
dispute,議論、論争
disruption,1_断絶 2_破壊、崩壊 3_分離、分裂
disruptive,a〉破壊の、崩壊性の、分離性の、分裂性の
dissected,a〉切開･解剖した
dissecting,a〉解離性の
dissection,切開、解剖、切離、郭清(術)
disseminated,a〉播種性の、散在性の、汎発性の
dissemination,播種、伝播
disseminatus,播種性の [L属格]
dissimilation,異化、異化作用
dissimulation,疾患隠蔽
dissociated,a〉解離性の
dissociation,1_分離 2_《理化》解離 3_<[心]>解離、分裂
dissociative,a〉解離的な
distal,a〉遠心の、遠心側の
distance,1_距離 2_遠隔
distant,a〉1_遠い 2_遠隔の
distensibility,伸展性
distention,拡張、膨張状態、膨満
distichiasis,睫毛重生
distillation,蒸留
distillatory,蒸留器
distribution,分布
disturbance,1_障害 2_外乱
disuse,不用、廃用、廃棄
diuresis,利尿
diuretic,a〉利尿の
diurnal,a〉昼行(性)の、日中の
divalent,a〉ニ価の
divergence,1_分岐、相違、逸脱 2_開散<斜視･脱臼･麻痺の> 3_《生物》分岐 4_《理化》発散 5_〔植〕(葉序の)開度 6_<[心]>拡散
divergent,a〉分岐の、相違の、逸脱の
diverging,a〉1_開散の 2_《理化》発散の
diverticular,a〉憩室(性)の
diverticulitis,憩室炎
diverticulosis,憩室症
diverticulum,憩室
division,1_分割 2_部署 3_分裂 4_<[数]>割り算、除法
dizziness,眩暈、めまい
docimasy,1_検査法 2_新生児肺検査(法)
doctor,1_医者(medical doctor) 2_博士
dolichocephalic,a〉長頭(症)の
dolichocephalous,a〉長頭(症)の
dolichocephaly,長頭(症)
dolichocephalia,長頭(症)
dolichocephalism,長頭(症)
dolichocolon,長結腸(症)、結腸過長(症)
dolichocranial,a〉長頭蓋の
dolorimetric,a〉痛覚測定の
dolorology,痛覚学
domatophobia,住居恐怖(症)
dominant,a〉1_優性の 2_〔植〕優占の
dopamine,ドーパミン 〈神経伝達物質〉
dorsal,a〉背の、背部の、背側の
dorsalgia,背痛
dorsiflexion,背屈
dorsiscapular,a〉肩甲骨背側の、肩甲骨背部の
dorsolateral,a〉背外側の
dorsomedial,a〉背内側の
dorsoventral,a〉背腹の
dorsum,《解》背 [L]
dose,1_用量 2_線量 3_投与量、服用量、薬量
dose dependent,a〉用量依存(性)の、線量依存(性)の
dosimeter,線量計
dosemeter,線量計
dosimetric,a〉1_線量測定の 2_薬量測定の
dosimetry,1_線量測定(法) 2_薬量測定(法)
dosis,1_線量 2_用量、薬量
double,a〉二重の、重複の
double blinded,a〉二重盲検の
doublet,《理化》二重項
doubling,倍増
douche,圧注法、潅注法、ドゥーシュ [F]
downregulation,抑制的調節
drainage,排液(法)、排膿(法)、ドレナージ
drill,(骨の)穴あけ器具、ドリル
drilling,練習、訓練
drinking,a〉飲水の
dromomania,放浪癖
dromotropic,a〉変伝導の
dropper,点眼瓶
dropsy,水症、水腫(症)、浮腫(症)
drosophila,〔昆虫〕ショウジョウバエ属
drowsiness,傾眠
drug,薬、薬物、薬剤、医薬品
drug eluting,a〉薬物放出型の、薬物溶出型の
drug induced,a〉薬物誘発(性)の、薬物性の
drug resistant,a〉薬剤耐性の、薬剤抵抗性の
drunkenness,1_酩酊 2_酒浸り
dry,a〉乾性の
dryness,乾燥
dubnium,<[元素]>ドブニウム
duct,《解》管、導管
ductal,a〉管の、導管の
ductilometer,伸度計
ductular,a〉小管の
ductule,《解》小管
ductus,《解》管、導管 [L]
dull,a〉鈍い
dullness,1_鈍感 2_濁音、濁音界 3_感情鈍麻
duodenal,a〉十二指腸の
duodenectomy,十二指腸切除(術)
duodenitis,十二指腸炎
duodenocholangitis,十二指腸総胆管炎
duodenocystostomy,胆嚢十二指腸吻合(術)
duodenoenterostomy,十二指腸小腸吻合(術)
duodenojejunostomy,十二指腸空腸吻合(術)
duodenolysis,十二指腸剥離(術)
duodenorrhaphy,十二指腸縫合(術)
duodenoscopy,十二指腸検査(法)
duodenostomy,十二指腸造瘻(術)、十二指腸開口(術)
duodenotomy,十二指腸切開(術)
duodenum,十二指腸
duplication,複製
duplicitas,二重体
durability,《理化》耐久性
dural,a〉硬膜の
duration,1_持続、存続 2_持続時間、持続期間、期間
durum,硬い
dust,塵埃
dwarfism,小人症、低身長(症)
dweller,住民
dye,1_色素、染色剤 2_《理化》染料
dyestuff,染料
dynamic,a〉動的な、動態の
dynamics,動態、動力学
dysalgesia,痛覚不全(症)
dysalgia,異常痛覚
dysarthria,構語障害
dysbulia,意志障害
dyschezia,排便困難、排便障害
dyscoria,瞳孔異常
dysdipsia,飲食困難
dysentery,赤痢
dysergia,作動不全
dyserythropoietic,a〉赤血球産生異常(性)の
dysesthesia,異感覚･異常感覚、感覚異常、知覚不全
dysexecutive,a〉遂行障害の、遂行不能の
dysfunction,機能異常、機能障害、異機能
dysfunctional,a〉機能異常の、機能障害の、異機能の
dysgenesis,発育障害、発育不全
dysglycemia,糖代謝異常
dyskeratoma,異角化腫
dyskeratosis,異角化(症)
dyskeratotic,a〉異角化(症)の
dyskinesia,異常運動、運動異常(症)、運動障害、ジスキネジー
dyslexia,失読(症)
dyslexic,a〉失読(症)の、読字障害の
dyslipidemia,異常脂質血(症)
dyslochia,悪露障害 おろ
dyslogia,談話困難(症)
dysmelia,異肢症
dysmenorrheal,a〉月経困難(症)の
dysmenorrheic,a〉月経困難(症)の
dysmorphic,a〉異形(症)の、奇形の、不具の
dysmotility,運動障害
dysnomia,呼名障害
dysostosis,異骨症、骨形成不全(症)
dyspareunia,性交疼痛(症)、性交困難(症)
dyspepsia,消化不良
dysphagia,嚥下困難、嚥下障害
dysphemia,構音障害
dysphonia,発声困難、発声障害
dysphoria,不快、身体違和、気分変調
dyspituitarism,下垂体機能不全
dysplasia,異形成(症)、形成異常、形成不全
dysplastic,a〉異形成(症)の、形成異常の、形成不全の
dyspnea,呼吸困難
dyspraxia,統合運動障害、行為障害
dysraphia,閉鎖不全、癒合不全、癒合異常
dysraphism,閉鎖不全、癒合不全、癒合異常
dysreflexia,反射異常
dysregulation,調節異常、調節障害
dysrhythmia,律動異常
dysrhythmic,a〉1_リズム障害の<発話の> 2_律動不整の、律動異常の<脳･心臓の>
dysspermia,射精困難(症)
dysstasia,起立困難
dysstatic,a〉起立困難の
dyssymbolia,概念化困難
dyssynchrony,同期不全
dyssynchronia,同期不全
dyssystole,収縮期障害
dysthanasia,苦悶死
dysthymia,気分変調
dysthymic,a〉気分変調の
dystithia,授乳困難(症)、哺乳障害
dystocia,異常分娩、難産
dystonia,筋緊張異常、筋失調(症)、ジストニー
dystopia,異所(症)
dystrophic,a〉異栄養(性)の
dystrophy,異栄養(症)、栄養失調(症)、ジストロフィー
dystrophia,異栄養(症)、栄養失調(症)、ジストロフィー
dysuria,排尿困難、排尿障害
ear,耳
eardrops,点耳剤
eardrum,鼓膜
early,a〉早期の
earth,地球
earwax,耳垢
ebola,エボラ
eccentric,a〉偏心の
eccrine,a〉外分泌の
ecchymosis,斑状出血
ecchymotic,a〉斑状出血の、溢血斑の
echinoid,a〉ウニのような
echinophthalmia,睫毛性眼瞼炎
echo,反響、エコー
echoacousia,反響聴
echocardiogram,心エコー図、超音波心検査図、超音波心造影図
echocardiography,心エーコ検査(法)、心エーコ法、超音波心検査(法)
echoencephalography,脳超音波検査(法)、頭蓋内超音波検査(法)
echogenic,a〉エコー反射(性)の
echogenicity,エコー反射性
echogram,超音波図、エコー図
echography,超音波検査、エコー検査
echolalia,反響語、反響言語
echomatism,反響動作
echomimia,反響表情、動作模倣(症)
echopathy,反響症
echopraxia,反響動作
eclabium,唇外反
eclampsia,子癇
eclamptogenic,a〉子癇誘発(性)の
ecoclimate,生態気候
ecology,生態学、エコロジー
economist,経済学者
ectasia,拡張(症)
ecthyma,膿瘡
ectocardia,心臓偏位
ectoderm,外胚葉
ectodermal,a〉外胚葉の
ectodermic,a〉外胚葉の
ectomorph,外胚葉型体、細長型体
ectophytic,a〉外部寄生植物の
ectopia,1_転位(症)、偏位 2_異所症
ectopic,a〉異所性の、異所症の
ectoplasm,外部原形質
ectotherm,外温動物
ectothermic,a〉外温性の
ectothermy,外温性
ectothrix,毛外菌
ectotoxic,a〉菌体外毒素の
ectrodactyly,欠指(症)、欠趾(症)
ectrodactylia,欠指(症)、欠趾(症)
ectrodactylism,欠指(症)、欠趾(症)
ectrogeny,形成欠落
ectromelia,欠肢症
ectromelus,欠肢体
ectropic,a〉外反の
ectropion,外反
eczema,湿疹
edema,水腫、浮腫
edematous,a〉水腫(性)の、浮腫(性)の
edentulous,a〉無歯(性)の
education,教育
educational,a〉教育の
educational industrial,a〉教育産業の、産学の
effect,効果
effective,a〉1_有効な、効果的な 2_実効の
effemination,(男性の)女性化
efferent,a〉遠心性の
efficacy,効き目、効能
efficiency,効率
efflorescence,風解
effluence,1_流出 2_流出物、流出液
effluent,溶出液
efflux,1_流出 2_流出物、放射物
effluxion,流出 流出物
effort,努力、労作 骨折り
effraction,破開、摘出
effusion,滲出 滲出液
effusive,a〉滲出の、滲出液の
egg,卵
eggshell like,a〉卵殻状の
ejaculation,射精
ejaculatory,a〉射精の
ejecta,排出物、吐出物
ejection,1_拍出、駆出、排出、吐出、射出 2_排泄物、吐出物
ejector,1_排出器 2_《歯》排唾器
elastase,エラスターゼ
elastic,a〉弾性の、弾力性のある
elasticity,弾性
elastosis,弾性線維症
elastotic,a〉弾性線維症の、弾性線維様の
elective,a〉選択的な、待機的な
electric,a〉電気の
electrical,a〉電気の
electricity,電気
electroaudiograph,電気聴力計
electrocardiogram,心電図
electrocardiograph,心電計
electrocardiographic,a〉心電図の、心電図検査(法)の
electrocardiography,心電図記録(法)、心電図検査(法)
electrocauterization,電気焼灼
electrocautery,電気焼灼
electrochemical,a〉電気化学の
electrochemist,電気化学者
electrochemistry,電気化学
electrocoagulation,電気凝固(法)
electroconvulsive,a〉電気痙攣の
electrocorticogram,皮質脳波図
electrocorticography,皮質脳波検査(法)
electrocution,感電死、電撃死
electrode,電極
electrodermal,a〉皮膚電位の、皮膚電気抵抗の
electrodiagnostics,電気診断法
electrodynamics,電気力学
electroencephalogram,脳波図、脳電図
electroencephalograph,脳波計
electroencephalography,脳波検査(法)
electrofusion,電気融合(法)
electrogenesis,電気発生
electrohysterography,子宮筋電図検査(法)
electrolysis,《理化》電気分解、電解
electrolyte,電解質、電解液
electrolytic,a〉電気分解の、電解の、電解質の
electromagnatic,a〉電磁の
electrometer,《理化》電位計
electromicturation,電気刺激排尿
electromyogram,筋電図
electromyograph,筋電計
electromyographic,a〉筋電図検査(法)の、筋電図記録(法)の、筋電計の
electromyography,筋電図検査(法)、筋電図記録(法)
electron,電子
electroneuromyography,神経筋電図検査(法)、神経筋電図記録(法)
electronic,a〉電子の
electronics,電子工学
electrooculogram,眼球電図、眼電位図
electro oculogram,眼球電図、眼電位図
electrophobia,電気恐怖(症)
electrophonocardiograph,心音心電計
electrophoresis,電気泳動
electrophoretic,a〉電気泳動の
electroretinogram,網膜電図
electroretinography,網膜電図検査(法)
electroscope,《理化》検電器
electrosynthesis,電気合成
electrothalamogram,視床脳波
electrothalamograph,視床電計
electrothanasia,感電死
electrotherapy,電気療法
electrothermal,a〉電熱の
electrotome,電気メス
electrovalent,a〉イオン結合の
element,元素
elementary,a〉1_基本の 2_元素の
eleutheromania,自由希求症
elimination,1_除去、排除、根絶 2_排泄、排泄物
ellipsis,文字省略(症)
ellipsoidal,a〉長円体の、楕円体の、長円様の、楕円様の
elliptic(al),a〉長円形の、長円状の、楕円形の、楕円状の
elucidation,説明、解明、究明
elute,《理化》溶離液
elution,《理化》溶離
emasculation,去勢(術)、除雄
embedment,包埋
embolism,血栓症
embrassure,鼓形歯間空隙
